,name
849,asmir
850,asmit
851,asmita
852,asmita
853,asmod
854,asphota
855,asrar
856,assim
857,asta
858,astha
859,astha
860,astik
861,asuni
862,asutosh
863,aswin
864,atal
865,ataur
866,ateet
867,athma
868,atique
869,atish
870,atit
871,atithi
872,atlantic
873,atma
874,atmaram
875,atmesh
876,atul
877,atulya
878,audi
879,auras
880,ava
881,avaaj
882,avanish
883,avash
884,avashana
885,avay
886,avaya
887,avhinav
888,avhishek
889,avicalpa
890,avichandra
891,avidha
892,avijit
893,avikishor
894,avilash
895,avilasha
896,avilekh
897,avimanyu
898,avin
899,avinab
900,avinandan
901,avinash
902,avinav
903,avinaya
904,avineak
905,avinesh
906,avip
907,avipsa
908,aviral
909,avirush
910,avisek
911,avisekh
912,avishek
913,avishekh
914,avishesh
915,aviskar
916,aviwadan
917,aviyan
918,avon
919,avsar
920,awadesh
921,awadh
922,awadhesh
923,awadhkishor
924,awakash
925,awan
926,awanish
927,awash
928,awesh
929,awishesh
930,awiskar
931,awornit
932,ayam
933,ayan
934,ayash
935,ayasha
936,ayashree
937,ayean
938,ayesha
939,ayodhya
940,ayonij
941,ayoush
942,ayousma
943,ayub
944,ayush
945,ayusha
946,ayushi
947,ayushi
948,ayushma
949,ayushma
950,ayushman
951,azaad
952,azad
953,azaj
954,azaz
955,azeem
956,azzeta
957,b
958,baban
959,babi
960,babin
961,babina
962,babisha
963,babisha
964,babita
965,babita
966,bablu
967,babu
968,babul
969,baburam
970,bachan
971,bachaspati
972,bachu
973,badal
974,badal
975,badalbabu
976,badan
977,badhyata
978,badhyata
979,badri
980,bahadur
981,baibhav
982,baidehi
983,baidh
984,baidhnath
985,baidya
986,baidyanath
987,baijanath
988,baijnath
989,baiju
990,baikunth
991,baikuntha
992,baizu
993,bajara
994,bajarangi
995,bajra
996,bajracharya
997,bajracharya
998,bajrang
999,bajrangi
1000,bakhat
1001,bal
1002,bala
1003,bala
1004,balami
1005,balaraj
1006,balaram
1007,baldev
1008,balendra
1009,baleshwar
1010,balgobind
1011,bali
1012,baliram
1013,balkrishna
1014,balkumar
1015,balkumari
1016,ballav
1017,balman
1018,balram
1019,bam
1020,bamdev
1021,ban
1022,bandana
1023,bandana
1024,bandanda
1025,bandhu
1026,banish
1027,bankatesh
1028,banmali
1029,bansaj
1030,banshee
1031,banti
1032,banti
1033,bapin
1034,baral
1035,bardan
1036,barkadin
1037,barkha
1038,barkha
1039,barnit
1040,barsa
1041,barsha
1042,barsha
1043,barun
1044,barun
1045,baruna
1046,basant
1047,basanta
1048,basanti
1049,basdev
1050,bashant
1051,bashanta
1052,bashu
1053,bashudev
1054,bashuki
1055,basista
1056,basistha
1057,baski
1058,basnet
1059,basu
1060,basudev
1061,basudha
1062,basukinath
1063,basundhara
1064,basundhara
1065,basutel
1066,batsal
1067,batuk
1068,baudh
1069,bauku
1070,bawan
1071,bc
1072,bebina
1073,bebina
1074,bechan
1075,bed
1076,bedan
1077,bedananda
1078,bedraj
1079,bedram
1080,beebika
1081,beebika
1082,beelinda
1083,beenita
1084,beepana
1085,beependra
1086,beeva
1087,beezan
1088,begam
1089,bejil
1090,bekta
1091,bel
1092,belal
1093,belmata
1094,belove
1095,bemita
1096,beneet
1097,beni
1098,benish
1099,benison
1100,beniya
1101,benjana
1102,benjon
1103,benju
1104,benju
1105,benu
1106,benuja
1107,bet
1108,bhaba
1109,bhaba
1110,bhabak
1111,bhabesh
1112,bhabin
1113,bhabina
1114,bhabish
1115,bhabishya
1116,bhabuk
1117,bhabya
1118,bhadra
1119,bhag
1120,bhagat
1121,bhagawan
1122,bhagawat
1123,bhagawati
1124,bhagirath
1125,bhagu
1126,bhagwan
1127,bhagwat
1128,bhagwati
1129,bhagya
1130,bhai
1131,bhaichung
1132,bhairab
1133,bhairav
1134,bhakta
1135,bhakta
1136,bhandari
1137,bhanu
1138,bhanubhakta
1139,bharat
1140,bharath
1141,bharati
1142,bharati
1143,bhargab
1144,bhargav
1145,bhargaw
1146,bharosha
1147,bharoshi
1148,bharti
1149,bhasan
1150,bhashkar
1151,bhaskar
1152,bhasker
1153,bhat
1154,bhatta
1155,bhattarai
1156,bhava
1157,bhava
1158,bhavana
1159,bhavesh
1160,bhaviendra
1161,bhavindra
1162,bhavisya
1163,bhavya
1164,bhawak
1165,bhawan
1166,bhawana
1167,bhawani
1168,bhawani
1169,bhawesh
1170,bhawna
1171,bheem
1172,bhesh
1173,bhesha
1174,bheshraj
1175,bhibisan
1176,bhijan
1177,bhila
1178,bhim
1179,bhim
1180,bhimarjun
1181,bhimesh
1182,bhimkala
1183,bhimsen
1184,bhishma
1185,bhisma
1186,bhochhibhoya
1187,bhogendra
1188,bhoj
1189,bhojendra
1190,bhola
1191,bhooma
1192,bhoomika
1193,bhoya
1194,bhrigu
1195,bhuban
1196,bhubanesh
1197,bhubaneshwar
1198,bhubaneswari
1199,bhugol
1200,bhujan
1201,bhulok
1202,bhumi
1203,bhumika
1204,bhumika
1205,bhuneshwar
1206,bhup
1207,bhupa
1208,bhupadhoj
1209,bhupal
1210,bhupendra
1211,bhupesh
1212,bhupin
1213,bhupnarayan
1214,bhupraj
1215,bhusal
1216,bhusan
1217,bhushan
1218,bhuvan
1219,bhuvaneshwar
1220,bhuvneswer
1221,bhuwan
1222,bhuwanesh
1223,bhuwaneshuwari
1224,bhuwani
1225,bhuwesh
1226,bibas
1227,bibash
1228,bibat
1229,bibechan
1230,bibechana
1231,bibechana
1232,bibek
1233,bibeka
1234,bibekanand
1235,bibekananda
1236,bibekman
1237,bibesh
1238,bibet
1239,bibha
1240,bibhab
1241,bibham
1242,bibhas
1243,bibhas
1244,bibhash
1245,bibhav
1246,bibhed
1247,bibhesh
1248,bibhor
1249,bibhu
1250,bibhu
1251,bibhusa
1252,bibhusan
1253,bibhushan
1254,bibhuti
1255,bibhuti
1256,bibhutinand
1257,bibid
1258,bibidh
1259,bibika
1260,bibin
1261,bibisha
1262,bibisha
1263,bibush
1264,bibusha
1265,bibushan
1266,bibuti
1267,bichar
1268,bickal
1269,bickey
1270,bickram
1271,bicky
1272,bideha
1273,biden
1274,bidhan
1275,bidhata
1276,bidhek
1277,bidhya
1278,bidhya
1279,bidhyalal
1280,bidhyananda
1281,bidish
1282,bidisha
1283,bidit
1284,bidita
1285,bidur
1286,bidursan
1287,bidusi
1288,bidya
1289,bidya
1290,bidyakant
1291,bidyanand
1292,biga
1293,bigat
1294,bigendra
1295,biggyan
1296,bighnesh
1297,bigya
1298,bigya
1299,bigyan
1300,bihari
1301,bihny
1302,bihny
1303,bihushan
1304,biibek
1305,biijay
1306,bijan
1307,bijay
1308,bijay
1309,bijaya
1310,bijaya
1311,bijayan
1312,bijayanand
1313,bijayash
1314,bijayaswori
1315,bijayata
1316,bijen
1317,bijendra
1318,bijesh
1319,bijeta
1320,bijita
1321,bijju
1322,biju
1323,biju
1324,bijwol
1325,bikal
1326,bikalpa
1327,bikalpa
1328,bikas
1329,bikash
1330,bikee
1331,biken
1332,bikendra
1333,bikesh
1334,bikey
1335,bikhyat
1336,biki
1337,bikings
1338,bikkal
1339,bikki
1340,bikku
1341,bikky
1342,bikram
1343,bikrant
1344,bikranta
1345,bikru
1346,biku
1347,bilan
1348,bilap
1349,bilash
1350,bilesh
1351,bilove
1352,biltu
1353,bima
1354,bimal
1355,bimala
1356,bimala
1357,bimalesh
1358,biman
1359,bimanchal
1360,bimarsha
1361,bimash
1362,bimbisar
1363,bimesh
1364,bimlendra
1365,bimlendu
1366,bimlesh
1367,bimochan
1368,bimoo
1369,bina
1370,bina
1371,binabh
1372,binam
1373,binam
1374,binamra
1375,binarma
1376,binash
1377,binay
1378,binaya
1379,binaya
1380,binayak
1381,binda
1382,bindesh
1383,bindeshwar
1384,bindhya
1385,bindira
1386,bindisha
1387,bindiya
1388,bindra
1389,bindu
1390,bindu
1391,bindyashwori
1392,bindyashwori
1393,binee
1394,bineela
1395,bineet
1396,bineeta
1397,binendra
1398,binesh
1399,bineta
1400,bini
1401,binij
1402,binil
1403,binish
1404,binisha
1405,binisha
1406,binit
1407,binita
1408,binita
1409,binni
1410,binny
1411,binod
1412,binti
1413,bintosh
1414,binu
1415,binu
1416,binuka
1417,binup
1418,bipal
1419,bipan
1420,bipana
1421,bipana
1422,bipasana
1423,bipasyana
1424,bipeen
1425,bipendra
1426,bipesh
1427,bipik
1428,bipika
1429,bipika
1430,bipin
1431,bipina
1432,bipina
1433,bipish
1434,bipisha
1435,biplab
1436,biplabi
1437,biplap
1438,biplav
1439,biplaw
1440,biplesh
1441,biplob
1442,biplop
1443,biplov
1444,biplove
1445,bipsana
1446,bipu
1447,bipul
1448,bipula
1449,bipush
1450,bir
1451,biraj
1452,birasa
1453,birat
1454,biratjan
1455,birayas
1456,birbal
1457,biren
1458,birendra
1459,biresh
1460,birjendra
1461,birkha
1462,birman
1463,biroch
1464,birochan
1465,birodh
1466,biroj
1467,biru
1468,biruj
1469,birwal
1470,bisam
1471,bisan
1472,bisesh
1473,bisfot
1474,bishab
1475,bishal
1476,bishambar
1477,bishan
1478,bishant
1479,bisharad
1480,bishau
1481,bishav
1482,bishawamber
1483,bishaz
1484,bishes
1485,bishesh
1486,bisheshwar
1487,bisheshwer
1488,bishesswor
1489,bisheswor
1490,bishiwanath
1491,bishnu
1492,bishnu
1493,bishnubi
1494,bishnuhari
1495,bishnuraj
1496,bisho
1497,bishodeep
1498,bishop
1499,bishow
1500,bishowram
1501,bishram
1502,bishrant
1503,bishranta
1504,bishruti
1505,bishu
1506,bishuka
1507,bishuzal
1508,bishwa
1509,bishwabandhu
1510,bishwadeep
1511,bishwajeet
1512,bishwajit
1513,bishwakant
1514,bishwalal
1515,bishwambhar
1516,bishwamitra
1517,bishwanand
1518,bishwanath
1519,bishwaranjan
1520,bishwas
1521,bishwash
1522,bishwesh
1523,bishweshwar
1524,bishwo
1525,bishwodip
1526,bishwojeet
1527,bishworaj
1528,bisikha
1529,bisista
1530,bismita
1531,bismita
1532,bista
1533,biswa
1534,biswajit
1535,biswamber
1536,biswananda
1537,biswas
1538,biswash
1539,biswo
1540,biswok
1541,biswombher
1542,bittu
1543,bity
1544,biva
1545,bivakar
1546,bivash
1547,bivatsu
1548,bivek
1549,bivesh
1550,bivo
1551,bivov
1552,bivusha
1553,biwas
1554,biwash
1555,biwek
1556,biyan
1557,bk
1558,blessing
1559,bobby
1560,bobin
1561,bodh
1562,bodha
1563,bodhendra
1564,bodhita
1565,bohara
1566,bolbam
1567,bom
1568,bonash
1569,bonish
1570,bonot
1571,bp
1572,brabim
1573,brabina
1574,brabina
1575,brahamdev
1576,brahma
1577,brahmanand
1578,braj
1579,brajendra
1580,brajesh
1581,briendra
1582,brihat
1583,brij
1584,brijesh
1585,brijkishor
1586,briju
1587,brikhesh
1588,brikodar
1589,brinda
1590,brinju
1591,brishan
1592,brishav
1593,brishti
1594,bristi
1595,britam
1596,britant
1597,britty
1598,bruce
1599,buddha
1600,buddhi
1601,buddhi
1602,buddhiman
1603,buddhinath
1604,buddhiraj
1605,buddi
1606,budh
1607,budhathoki
1608,budhdha
1609,budhi
1610,budhiram
1611,buki
1612,bulbul
1613,bullit
1614,bunilal
1615,bunu
1616,bushra
1617,byanjankar
1618,byapak
1619,byas
1620,caesar
1621,calvin
1622,carolin
1623,caudhary
1624,cecial
1625,cesar
1626,chabilal
1627,chahana
1628,chait
1629,chaitanya
1630,chaitya
1631,chakka
1632,chakra
1633,chakrabarti
1634,chakrajeet
1635,chakrapani
1636,chan
1637,chanchal
1638,chanchala
1639,chand
1640,chand
1641,chanda
1642,chanda
1643,chandan
1644,chandananda
1645,chandani
1646,chandani
1647,chandara
1648,chandesh
1649,chandeshwar
1650,chandeshwor
1651,chandha
1652,chandik
1653,chandika
1654,chandika
1655,chandnandan
1656,chandni
1657,chandra
1658,chandra
1659,chandrabhawan
1660,chandrakant
1661,chandramani
1662,chandrashekhar
1663,chandrawoti
1664,chandreshwar
1665,chandrika
1666,chandrika
1667,chaneswori
1668,chanu
1669,charchil
1670,charchit
1671,chardham
1672,charitra
1673,charu
1674,charushree
1675,chatur
1676,chaturanand
1677,chaturbhuj
1678,chaudhary
1679,chaudhary
1680,chaulagai
1681,chaulagain
1682,chaularaj
1683,chayan
1684,cheena
1685,cheli
1686,cherina
1687,cherub
1688,chesta
1689,chesta
1690,chet
1691,chet
1692,chetan
1693,chetana
1694,chetnath
1695,chetraj
1696,chewan
1697,chhabi
1698,chhabi
1699,chhabilal
1700,chhabindra
1701,chhabiraj
1702,chhakka
1703,chhanda
1704,chhanya
1705,chhatish
1706,chhatra
1707,chhatra
1708,chhaya
1709,chhetra
1710,chhetri
1711,chhewang
1712,chhiring
1713,chhitiz
1714,chhote
1715,chhotelal
1716,chhotol
1717,chhotu
1718,chij
1719,chinki
1720,chinmay
1721,chinta
1722,chintaharan
1723,chintamani
1724,chintan
1725,chiraag
1726,chirag
1727,chiran
1728,chiranjaibi
1729,chiranjeebi
1730,chiranjeevee
1731,chiranjhivi
1732,chiranjibee
1733,chiranjibi
1734,chiranjivi
1735,chirantan
1736,chirasmriti
1737,chirayu
1738,chirnjeewee
1739,chitij
1740,chitra
1741,chitra
1742,chitrakala
1743,chitrakar
1744,chitraketu
1745,chitramani
1746,chitran
1747,chitranand
1748,chitranjan
1749,chitranshu
1750,chok
1751,cholakanta
1752,chongba
1753,choodamani
1754,choudhary
1755,chrisha
1756,christina
1757,christopher
1758,chuda
1759,chudamadi
1760,chudamandi
1761,chudamani
1762,chumakanta
1763,chuman
1764,chumlung
1765,chuna
1766,chunauti
1767,chunchun
1768,chunnu
1769,churamani
1770,chutra
1771,chutuna
1772,cimona
1773,cindy
1774,clain
1775,clinton
1776,cubie
1777,curious
1778,cyamiron
1779,cynthia
1780,cynthia
1781,cyrus
1782,cyrush
1783,dabbal
1784,dabit
1785,dagina
1786,dahal
1787,dainik
1788,dak
1789,dakshina
1790,dakshina
1791,dakshya
1792,dal
1793,dalim
1794,daman
1795,dambar
1796,damber
1797,damma
1798,dammar
1799,damodar
1800,dan
1801,danda
1802,dandi
1803,daneshwar
1804,dangol
1805,daniel
1806,danish
1807,darkaji
1808,daroga
1809,darpan
1810,darshan
1811,darshana
1812,darwin
1813,das
1814,dasharatha
1815,dashram
1816,dashrath
1817,dave
1818,david
1819,dawa
1820,dawadi
1821,dawadi
1822,dawajangmu
1823,daya
1824,dayanand
1825,dayaram
1826,dayasagar
1827,dayitwa
1828,deb
1829,debakee
1830,debaki
1831,debanjan
1832,debendra
1833,debesh
1834,debi
1835,debid
1836,debin
1837,debish
1838,debit
1839,deebash
1840,deechyant
1841,deej
1842,deeja
1843,deekchhhya
1844,deekep
1845,deeksha
1846,deekshanta
1847,deelip
1848,deena
1849,deenbandhu
1850,deep
1851,deepa
1852,deepa
1853,deepak
1854,deepal
1855,deepali
1856,deepandra
1857,deepanjali
1858,deepankar
1859,deepen
1860,deependra
1861,deepesh
1862,deepika
1863,deepika
1864,deepin
1865,deepjoti
1866,deeplove
1867,deepsana
1868,deepshikha
1869,deepta
1870,deeptanshu
1871,deepti
1872,deepti
1873,deepu
1874,deevakar
1875,deewa
1876,deewakar
1877,deewash
1878,deewendra
1879,dekh
1880,delon
1881,dendi
1882,dendy
1883,denish
1884,denjam
1885,dennis
1886,denny
1887,deo
1888,depak
1889,depash
1890,depen
1891,dependra
1892,depenti
1893,depenti
1894,depesh
1895,desh
1896,deshbhakta
1897,deshmuka
1898,deshraj
1899,deu
1900,deukaji
1901,deuman
1902,dev
1903,dev
1904,deva
1905,devanand
1906,devananda
1907,devaraj
1908,devashish
1909,devbrat
1910,devbratta
1911,devendra
1912,devesh
1913,devi
1914,devi
1915,devina
1916,devina
1917,devindra
1918,devkant
1919,devnandan
1920,devnath
1921,devottam
1922,devpujan
1923,devraj
1924,dewakar
1925,dewaki
1926,dewaki
1927,dewan
1928,dewanand
1929,dewangsh
1930,dewash
1931,dewashish
1932,dewesh
1933,dfasd
1934,dhak
1935,dhaka
1936,dhakal
1937,dhakendra
1938,dhan
1939,dhan
1940,dhana
1941,dhana
1942,dhananjay
1943,dhananjaya
1944,dhanapati
1945,dhanbir
1946,dhaneshwar
1947,dhaneshwor
1948,dhanik
1949,dhanita
1950,dhanjit
1951,dhanlal
1952,dhanlaxmi
1953,dhanpati
1954,dhanraj
1955,dhanu
1956,dhanush
1957,dharaatee
1958,dharamendra
1959,dharamnath
1960,dharbendra
1961,dharm
1962,dharma
1963,dharmagat
1964,dharmanath
1965,dharmendra
1966,dharmisara
1967,dharmod
1968,dharnidhar
1969,dharti
1970,dharwendra
1971,dhawa
1972,dhawak
1973,dheer
1974,dheeraj
1975,dhipendra
1976,dhir
1977,dhiraj
1978,dhiran
1979,dhiranjan
1980,dhiren
1981,dhirenddra
1982,dhirendra
1983,dhiri
1984,dhiroj
1985,dhital
1986,dhoka
1987,dhrub
1988,dhruba
1989,dhrubananda
1990,dhrubb
1991,dhruva
1992,dhruwa
1993,dhundi
1994,dhundup
1995,dhungel
1996,dhupendra
1997,dhurba
1998,dhurva
1999,dibakar
2000,dibas
2001,dibasa
2002,dibash
2003,dibbesh
